date,state,district,pincode,age_0_5,age_5_17,age_18_greater
18-10-2025,West Bengal,Murshidabad,742177,2,0,0
18-10-2025,West Bengal,Murshidabad,742181,7,0,0
18-10-2025,West Bengal,Murshidabad,742184,7,1,0
18-10-2025,West Bengal,Murshidabad,742224,27,7,0
18-10-2025,West Bengal,Murshidabad,742301,16,4,0
18-10-2025,West Bengal,Nadia,741124,6,4,0
18-10-2025,West Bengal,Nadia,741125,2,0,0
18-10-2025,West Bengal,Nadia,741126,6,3,0
18-10-2025,West Bengal,Nadia,741155,1,0,0
18-10-2025,West Bengal,Nadia,741156,6,1,0
18-10-2025,West Bengal,Nadia,741162,0,1,0
18-10-2025,West Bengal,Nadia,741165,6,2,0
18-10-2025,West Bengal,Nadia,741201,4,1,0
18-10-2025,West Bengal,Nadia,741249,1,1,0
18-10-2025,West Bengal,Nadia,741251,0,1,0
18-10-2025,West Bengal,Nadia,741254,1,0,0
18-10-2025,West Bengal,Nadia,741302,1,0,0
18-10-2025,West Bengal,Nadia,741404,6,3,0
18-10-2025,West Bengal,Nadia,741503,0,1,0
18-10-2025,West Bengal,North 24 Parganas,700035,0,1,1
18-10-2025,West Bengal,North 24 Parganas,700049,2,0,0
18-10-2025,West Bengal,North 24 Parganas,700058,4,2,0
18-10-2025,West Bengal,North 24 Parganas,700109,0,1,0
18-10-2025,West Bengal,North 24 Parganas,700119,2,1,0
18-10-2025,West Bengal,North 24 Parganas,700132,3,0,0
18-10-2025,West Bengal,North 24 Parganas,743222,3,1,0
18-10-2025,West Bengal,North 24 Parganas,743252,3,0,0
18-10-2025,West Bengal,North 24 Parganas,743291,1,0,0
18-10-2025,West Bengal,North 24 Parganas,743329,2,4,0
18-10-2025,West Bengal,North 24 Parganas,743401,4,1,0
18-10-2025,West Bengal,North 24 Parganas,743412,3,1,0
18-10-2025,West Bengal,North 24 Parganas,743422,8,0,0
18-10-2025,West Bengal,North 24 Parganas,743424,13,0,0
18-10-2025,West Bengal,North 24 Parganas,743426,11,0,0
18-10-2025,West Bengal,North 24 Parganas,743438,2,0,0
18-10-2025,West Bengal,North 24 Parganas,743439,7,0,0
18-10-2025,West Bengal,North 24 Parganas,743711,4,2,0
18-10-2025,West Bengal,North Twenty Four Parganas,700121,3,1,0
18-10-2025,West Bengal,North Twenty Four Parganas,743145,1,0,0
18-10-2025,West Bengal,North Twenty Four Parganas,743222,1,0,0
18-10-2025,West Bengal,Paschim Bardhaman,713315,1,1,0
18-10-2025,West Bengal,Paschim Medinipur,721101,5,2,0
18-10-2025,West Bengal,Paschim Medinipur,721126,2,2,0
18-10-2025,West Bengal,Paschim Medinipur,721132,0,1,0
18-10-2025,West Bengal,Paschim Medinipur,721140,3,0,0
18-10-2025,West Bengal,Paschim Medinipur,721146,1,0,0
18-10-2025,West Bengal,Paschim Medinipur,721152,2,0,0
18-10-2025,West Bengal,Paschim Medinipur,721156,5,2,0
18-10-2025,West Bengal,Paschim Medinipur,721201,3,2,0
18-10-2025,West Bengal,Paschim Medinipur,721242,3,1,0
18-10-2025,West Bengal,Paschim Medinipur,721258,1,0,0
18-10-2025,West Bengal,Paschim Medinipur,721301,3,1,0
18-10-2025,West Bengal,Paschim Medinipur,721435,1,3,0
18-10-2025,West Bengal,Paschim Medinipur,721457,1,1,0
18-10-2025,West Bengal,Paschim Medinipur,721504,3,0,0
18-10-2025,West Bengal,Paschim Medinipur,721505,2,1,0
18-10-2025,West Bengal,Paschim Medinipur,721515,1,0,0
18-10-2025,West Bengal,Paschim Medinipur,721516,5,0,0
18-10-2025,West Bengal,Paschim Medinipur,721663,1,0,0
18-10-2025,West Bengal,Purba Bardhaman,712146,1,0,0
18-10-2025,West Bengal,Purba Bardhaman,713103,0,1,0
18-10-2025,West Bengal,Purba Bardhaman,713130,2,0,0
18-10-2025,West Bengal,Purba Bardhaman,713142,1,0,0
18-10-2025,West Bengal,Purba Bardhaman,713406,1,0,0
18-10-2025,West Bengal,Purba Bardhaman,713408,1,0,0
18-10-2025,West Bengal,Purba Bardhaman,713422,1,0,0
18-10-2025,West Bengal,Purba Bardhaman,713502,2,1,0
18-10-2025,West Bengal,Purba Medinipur,721139,6,0,0
18-10-2025,West Bengal,Purba Medinipur,721152,5,0,0
18-10-2025,West Bengal,Purba Medinipur,721154,3,0,0
18-10-2025,West Bengal,Purba Medinipur,721422,8,2,0
18-10-2025,West Bengal,Purba Medinipur,721425,1,0,0
18-10-2025,West Bengal,Purba Medinipur,721427,3,0,0
18-10-2025,West Bengal,Purba Medinipur,721442,2,0,0
18-10-2025,West Bengal,Purba Medinipur,721444,3,1,0
18-10-2025,West Bengal,Purba Medinipur,721450,8,1,0
18-10-2025,West Bengal,Purba Medinipur,721631,5,0,0
18-10-2025,West Bengal,Purba Medinipur,721632,1,0,0
18-10-2025,West Bengal,Purba Medinipur,721635,3,0,0
18-10-2025,West Bengal,Purba Medinipur,721645,9,2,0
18-10-2025,West Bengal,Purba Medinipur,721651,3,0,0
18-10-2025,West Bengal,Purba Medinipur,721652,1,0,0
18-10-2025,West Bengal,Purba Medinipur,721659,6,1,0
18-10-2025,West Bengal,Purulia,723103,1,1,0
18-10-2025,West Bengal,Purulia,723130,1,1,0
18-10-2025,West Bengal,Purulia,723143,1,0,0
18-10-2025,West Bengal,Purulia,723162,1,0,0
18-10-2025,West Bengal,Puruliya,723102,1,1,0
18-10-2025,West Bengal,Puruliya,723129,4,2,0
18-10-2025,West Bengal,Puruliya,723133,7,5,0
18-10-2025,West Bengal,Puruliya,723145,6,1,0
18-10-2025,West Bengal,Puruliya,723146,3,2,0
18-10-2025,West Bengal,Puruliya,723147,1,2,0
18-10-2025,West Bengal,Puruliya,723151,4,1,0
18-10-2025,West Bengal,Puruliya,723154,5,0,0
18-10-2025,West Bengal,Puruliya,723202,6,1,0
18-10-2025,West Bengal,Puruliya,723213,12,1,0
18-10-2025,West Bengal,South 24 Parganas,700018,1,2,0
18-10-2025,West Bengal,South 24 Parganas,700039,1,3,0
18-10-2025,West Bengal,South 24 Parganas,700082,1,2,0
18-10-2025,West Bengal,South 24 Parganas,700104,2,0,0
18-10-2025,West Bengal,South 24 Parganas,700144,5,2,0
18-10-2025,West Bengal,South 24 Parganas,743318,2,2,0
18-10-2025,West Bengal,South 24 Parganas,743332,6,0,0
18-10-2025,West Bengal,South 24 Parganas,743363,14,3,0
18-10-2025,West Bengal,South 24 Parganas,743373,10,1,0
18-10-2025,West Bengal,South 24 Parganas,743374,6,1,0
18-10-2025,West Bengal,South 24 Parganas,743390,1,0,0
18-10-2025,West Bengal,South 24 Parganas,743391,2,0,0
18-10-2025,West Bengal,South 24 Parganas,743502,21,7,0
18-10-2025,West Bengal,South 24 Parganas,743503,13,2,0
18-10-2025,West Bengal,South 24 Parganas,743513,5,2,0
18-10-2025,West Bengal,South Dinajpur,733121,1,1,0
18-10-2025,West Bengal,South Twenty Four Parganas,700145,0,1,0
18-10-2025,West Bengal,South Twenty Four Parganas,743357,3,0,0
18-10-2025,West Bengal,Uttar Dinajpur,733128,10,4,0
18-10-2025,West Bengal,Uttar Dinajpur,733130,3,2,0
18-10-2025,West Bengal,Uttar Dinajpur,733143,1,0,0
18-10-2025,West Bengal,Uttar Dinajpur,733144,1,0,0
18-10-2025,West Bengal,Uttar Dinajpur,733213,2,0,0
18-10-2025,West Bengal,West Midnapore,721131,2,0,0
18-10-2025,West Bengal,West Midnapore,721242,1,1,0
18-10-2025,West Bengal,West Midnapore,721305,2,0,0
20-10-2025,Andhra Pradesh,Adilabad,504312,2,0,0
20-10-2025,Andhra Pradesh,Anakapalli,531126,1,0,0
20-10-2025,Andhra Pradesh,Anantapur,515842,1,0,0
20-10-2025,Andhra Pradesh,Ananthapur,515301,1,0,0
20-10-2025,Andhra Pradesh,Ananthapuramu,515801,1,1,0
20-10-2025,Andhra Pradesh,Chittoor,517113,1,0,0
20-10-2025,Andhra Pradesh,Chittoor,517421,1,0,0
20-10-2025,Andhra Pradesh,Cuddapah,516175,1,0,0
20-10-2025,Andhra Pradesh,Cuddapah,516227,1,0,0
20-10-2025,Andhra Pradesh,Cuddapah,516309,1,0,0
20-10-2025,Andhra Pradesh,Cuddapah,516349,1,0,0
20-10-2025,Andhra Pradesh,East Godavari,533401,0,1,0
20-10-2025,Andhra Pradesh,East Godavari,533406,1,0,0
20-10-2025,Andhra Pradesh,East Godavari,533450,2,0,0
20-10-2025,Andhra Pradesh,Guntur,522004,1,0,0
20-10-2025,Andhra Pradesh,Guntur,522005,1,0,0
20-10-2025,Andhra Pradesh,Guntur,522410,1,0,0
20-10-2025,Andhra Pradesh,Guntur,522614,1,0,0
20-10-2025,Andhra Pradesh,Hyderabad,500044,1,0,0
20-10-2025,Andhra Pradesh,Hyderabad,500059,0,1,0
20-10-2025,Andhra Pradesh,Krishna,520015,1,0,0
20-10-2025,Andhra Pradesh,Krishna,521207,2,0,0
20-10-2025,Andhra Pradesh,Krishna,521343,0,1,0
20-10-2025,Andhra Pradesh,Kurnool,518010,2,0,0
20-10-2025,Andhra Pradesh,Kurnool,518112,4,0,0
20-10-2025,Andhra Pradesh,Kurnool,518221,2,0,0
20-10-2025,Andhra Pradesh,Kurnool,518301,1,0,0
20-10-2025,Andhra Pradesh,Kurnool,518502,1,0,0
20-10-2025,Andhra Pradesh,Kurnool,518512,1,0,0
20-10-2025,Andhra Pradesh,Kurnool,518583,1,0,0
20-10-2025,Andhra Pradesh,Mahabub Nagar,509125,1,0,0
20-10-2025,Andhra Pradesh,Nalgonda,508210,1,0,0
20-10-2025,Andhra Pradesh,Nalgonda,508254,2,0,0
20-10-2025,Andhra Pradesh,Nandyal,518176,1,0,0
20-10-2025,Andhra Pradesh,Nellore,524137,1,0,0
20-10-2025,Andhra Pradesh,Prakasam,523111,1,0,0
20-10-2025,Andhra Pradesh,Prakasam,523253,0,1,0
20-10-2025,Andhra Pradesh,Prakasam,523280,2,0,0
20-10-2025,Andhra Pradesh,Prakasam,523301,2,0,0
20-10-2025,Andhra Pradesh,Srikakulam,532195,1,0,0
20-10-2025,Andhra Pradesh,Visakhapatnam,530024,1,0,0
20-10-2025,Andhra Pradesh,Visakhapatnam,531077,2,0,0
20-10-2025,Andhra Pradesh,Vizianagaram,535216,1,0,0
20-10-2025,Andhra Pradesh,Vizianagaram,535280,1,0,0
20-10-2025,Andhra Pradesh,Vizianagaram,535522,1,0,0
20-10-2025,Andhra Pradesh,Vizianagaram,535591,2,0,0
20-10-2025,Andhra Pradesh,Warangal,506302,0,1,0
20-10-2025,Andhra Pradesh,West Godavari,534102,1,0,0
20-10-2025,Andhra Pradesh,West Godavari,534208,1,0,0
20-10-2025,Andhra Pradesh,West Godavari,534218,1,0,0
20-10-2025,Arunachal Pradesh,Kurung Kumey,791118,1,1,0
20-10-2025,Arunachal Pradesh,Namsai,792105,1,0,0
20-10-2025,Assam,Barpeta,781309,1,1,0
20-10-2025,Assam,Barpeta,781313,2,0,0
20-10-2025,Assam,Barpeta,781315,1,0,0
20-10-2025,Assam,Barpeta,781317,2,1,1
20-10-2025,Assam,Barpeta,781318,0,1,0
20-10-2025,Assam,Biswanath,784179,2,0,0
20-10-2025,Assam,Bongaigaon,783380,1,0,0
20-10-2025,Assam,Cachar,788011,1,2,0
20-10-2025,Assam,Cachar,788107,3,1,0
20-10-2025,Assam,Cachar,788111,1,0,0
20-10-2025,Assam,Cachar,788815,2,1,0
20-10-2025,Assam,Cachar,788817,0,1,0
20-10-2025,Assam,Charaideo,785693,0,1,0
20-10-2025,Assam,Chirang,783390,1,0,0
20-10-2025,Assam,Darrang,784514,0,0,2
20-10-2025,Assam,Darrang,784529,0,0,2
20-10-2025,Assam,Dhubri,783301,1,0,0
20-10-2025,Assam,Dhubri,783324,1,0,0
20-10-2025,Assam,Dhubri,783330,1,1,0
20-10-2025,Assam,Dhubri,783331,1,0,0
20-10-2025,Assam,Dhubri,783349,2,2,0
20-10-2025,Assam,Dhubri,783371,2,1,0
20-10-2025,Assam,Dibrugarh,786010,1,0,0
20-10-2025,Assam,Goalpara,783125,3,0,0
20-10-2025,Assam,Golaghat,785614,1,0,0
20-10-2025,Assam,Golaghat,785705,2,0,1
20-10-2025,Assam,Hailakandi,788151,1,0,0
20-10-2025,Assam,Hojai,782445,0,2,0
20-10-2025,Assam,Jorhat,785630,2,1,0
20-10-2025,Assam,Jorhat,785631,1,1,0
20-10-2025,Assam,Jorhat,785632,1,0,0
20-10-2025,Assam,Kamrup,781122,1,0,0
20-10-2025,Assam,Kamrup,781124,1,0,0
20-10-2025,Assam,Kamrup Metro,781008,0,0,1
20-10-2025,Assam,Kamrup Metro,781016,0,0,2
20-10-2025,Assam,Kamrup Metro,781028,0,0,4
20-10-2025,Assam,Kamrup Metro,781029,1,0,7
20-10-2025,Assam,Kamrup Metro,781035,0,0,4
20-10-2025,Assam,Karimganj,788720,1,0,0
20-10-2025,Assam,Karimganj,788724,1,2,0
20-10-2025,Assam,Karimganj,788734,1,0,0
20-10-2025,Assam,Karimganj,788806,1,1,0
20-10-2025,Assam,Kokrajhar,783333,1,0,0
20-10-2025,Assam,Lakhimpur,787051,1,0,0
20-10-2025,Assam,Marigaon,782121,2,0,0
20-10-2025,Assam,Marigaon,782123,1,0,0
20-10-2025,Assam,Marigaon,782410,1,0,0
20-10-2025,Assam,Nagaon,782120,1,0,0
20-10-2025,Assam,Nagaon,782425,0,1,0
20-10-2025,Assam,Nalbari,781126,3,1,0
20-10-2025,Assam,Nalbari,781334,1,0,0
20-10-2025,Assam,Nalbari,781341,1,0,0
20-10-2025,Assam,Nalbari,781347,1,0,0
20-10-2025,Assam,Nalbari,781367,1,0,0
20-10-2025,Assam,Sibsagar,785664,3,0,0
20-10-2025,Assam,Sibsagar,785672,0,1,0
20-10-2025,Assam,Sonitpur,784101,2,1,0
20-10-2025,Assam,Sonitpur,784168,1,0,0
20-10-2025,Assam,Sonitpur,784184,1,0,0
20-10-2025,Assam,Sonitpur,784505,1,0,0
20-10-2025,Assam,Sonitpur,784506,1,1,0
20-10-2025,Assam,Tinsukia,786170,2,1,0
20-10-2025,Bihar,Araria,854325,6,3,0
20-10-2025,Bihar,Araria,854336,2,3,0
20-10-2025,Bihar,Arwal,804428,0,2,0
20-10-2025,Bihar,Aurangabad,824120,0,1,0
20-10-2025,Bihar,Aurangabad,824127,0,1,0
20-10-2025,Bihar,Aurangabad,824143,2,0,0
20-10-2025,Bihar,Aurangabad,824202,0,2,0
20-10-2025,Bihar,Aurangabad,824301,2,6,0
20-10-2025,Bihar,Banka,813105,3,4,0
20-10-2025,Bihar,Banka,813107,1,2,0
20-10-2025,Bihar,Banka,813110,1,0,0
20-10-2025,Bihar,Banka,813224,1,1,0
20-10-2025,Bihar,Begusarai,848202,2,0,0
20-10-2025,Bihar,Begusarai,851122,0,1,0
20-10-2025,Bihar,Begusarai,851128,1,0,0
20-10-2025,Bihar,Begusarai,851129,1,2,0
20-10-2025,Bihar,Begusarai,851130,2,0,0
20-10-2025,Bihar,Begusarai,851204,2,0,0
20-10-2025,Bihar,Bhagalpur,853202,4,2,0
20-10-2025,Bihar,Bhojpur,802154,0,2,0
20-10-2025,Bihar,Bhojpur,802222,0,4,0
20-10-2025,Bihar,Buxar,802115,3,0,0
20-10-2025,Bihar,Darbhanga,846003,2,1,0
20-10-2025,Bihar,Darbhanga,847121,5,2,0
20-10-2025,Bihar,Darbhanga,847204,0,1,0
20-10-2025,Bihar,Darbhanga,847301,0,1,0
20-10-2025,Bihar,Darbhanga,848207,0,1,0
20-10-2025,Bihar,East Champaran,845401,4,7,0
20-10-2025,Bihar,East Champaran,845426,1,3,0
20-10-2025,Bihar,Gaya,804404,0,4,0
20-10-2025,Bihar,Gaya,824207,1,0,0
20-10-2025,Bihar,Gaya,824209,0,2,0
20-10-2025,Bihar,Gaya,824236,4,7,0
20-10-2025,Bihar,Gaya,824237,0,5,0
20-10-2025,Bihar,Gopalganj,841425,2,3,0
20-10-2025,Bihar,Gopalganj,841428,8,2,0
20-10-2025,Bihar,Gopalganj,841441,0,1,0
20-10-2025,Bihar,Gopalganj,841503,0,7,0
20-10-2025,Bihar,Jamui,811303,0,5,0
20-10-2025,Bihar,Jehanabad,804405,0,1,0
20-10-2025,Bihar,Jehanabad,804408,1,2,0
20-10-2025,Bihar,Jehanabad,804420,0,1,0
20-10-2025,Bihar,Jehanabad,804427,0,1,0
20-10-2025,Bihar,Kaimur (Bhabua),821110,1,1,0
20-10-2025,Bihar,Katihar,854106,2,0,0
20-10-2025,Bihar,Katihar,854107,5,1,0
20-10-2025,Bihar,Katihar,854109,1,0,0
20-10-2025,Bihar,Katihar,854115,2,1,0
20-10-2025,Bihar,Khagaria,848203,2,1,0
20-10-2025,Bihar,Kishanganj,854333,1,0,0
20-10-2025,Bihar,Kishanganj,855115,5,2,0
20-10-2025,Bihar,Madhepura,852108,2,0,0
20-10-2025,Bihar,Madhepura,852131,0,1,0
20-10-2025,Bihar,Madhepura,852210,9,7,0
20-10-2025,Bihar,Madhepura,852213,0,1,0
20-10-2025,Bihar,Madhepura,852220,1,1,0
20-10-2025,Bihar,Madhubani,847109,0,1,0
20-10-2025,Bihar,Madhubani,847212,2,0,0
20-10-2025,Bihar,Madhubani,847223,4,3,0
20-10-2025,Bihar,Madhubani,847224,1,3,0
20-10-2025,Bihar,Madhubani,847235,2,3,0
20-10-2025,Bihar,Madhubani,847238,1,0,0
20-10-2025,Bihar,Madhubani,847402,1,3,0
20-10-2025,Bihar,Madhubani,847424,0,2,0
20-10-2025,Bihar,Munger,811202,1,0,0
20-10-2025,Bihar,Munger,811213,2,2,0
20-10-2025,Bihar,Munger,811214,0,2,0
20-10-2025,Bihar,Muzaffarpur,842005,0,1,0
20-10-2025,Bihar,Muzaffarpur,843102,3,1,0
20-10-2025,Bihar,Muzaffarpur,843103,2,0,0
20-10-2025,Bihar,Muzaffarpur,843104,1,2,0
20-10-2025,Bihar,Muzaffarpur,843105,0,4,0
20-10-2025,Bihar,Muzaffarpur,843111,0,1,0
20-10-2025,Bihar,Muzaffarpur,843117,2,5,0
20-10-2025,Bihar,Muzaffarpur,843121,0,1,0
20-10-2025,Bihar,Muzaffarpur,843125,4,4,0
20-10-2025,Bihar,Muzaffarpur,843126,0,3,0
20-10-2025,Bihar,Muzaffarpur,843360,2,0,0
20-10-2025,Bihar,Nalanda,801303,3,17,0
20-10-2025,Bihar,Nalanda,803109,1,3,0
20-10-2025,Bihar,Nalanda,803113,2,1,0
20-10-2025,Bihar,Nalanda,803114,1,6,0
20-10-2025,Bihar,Nalanda,803117,2,2,0
20-10-2025,Bihar,Nalanda,803119,1,5,0
20-10-2025,Bihar,Patna,801109,1,3,0
20-10-2025,Bihar,Patna,801113,1,1,0
20-10-2025,Bihar,Patna,801505,0,1,0
20-10-2025,Bihar,Patna,803211,0,1,0
20-10-2025,Bihar,Patna,804454,0,1,0
20-10-2025,Bihar,Purnea,854102,1,0,0
20-10-2025,Bihar,Purnia,854102,2,1,0
20-10-2025,Bihar,Purnia,854203,3,6,0
20-10-2025,Bihar,Purnia,854205,1,3,0
20-10-2025,Bihar,Purnia,854206,1,1,0
20-10-2025,Bihar,Rohtas,802211,0,3,0
20-10-2025,Bihar,Rohtas,802216,0,1,0
20-10-2025,Bihar,Rohtas,802220,0,1,0
20-10-2025,Bihar,Rohtas,821303,0,1,0
20-10-2025,Bihar,Saharsa,852106,1,5,0
20-10-2025,Bihar,Saharsa,852123,1,1,0
20-10-2025,Bihar,Saharsa,852127,1,5,0
20-10-2025,Bihar,Samastipur,848102,1,0,0
20-10-2025,Bihar,Samastipur,848117,5,1,0
20-10-2025,Bihar,Samastipur,848129,0,1,0
20-10-2025,Bihar,Samastipur,848132,3,2,0
20-10-2025,Bihar,Samastipur,848134,2,1,0
20-10-2025,Bihar,Samastipur,848206,0,1,1
20-10-2025,Bihar,Samastipur,848210,4,0,0
20-10-2025,Bihar,Samastipur,848236,1,1,0
20-10-2025,Bihar,Saran,841202,0,7,0
20-10-2025,Bihar,Saran,841206,0,1,0
20-10-2025,Bihar,Saran,841208,0,3,0
20-10-2025,Bihar,Saran,841209,1,3,0
20-10-2025,Bihar,Saran,841211,1,9,1
20-10-2025,Bihar,Saran,841213,0,3,0
20-10-2025,Bihar,Saran,841218,1,0,0
20-10-2025,Bihar,Saran,841220,1,2,0
20-10-2025,Bihar,Saran,841311,5,1,0
20-10-2025,Bihar,Saran,841316,0,6,0
20-10-2025,Bihar,Saran,841417,1,9,0
20-10-2025,Bihar,Saran,841418,5,0,0
20-10-2025,Bihar,Saran,841433,0,1,0
20-10-2025,Bihar,Saran,841442,1,0,0
20-10-2025,Bihar,Saran,841443,0,2,0
20-10-2025,Bihar,Sheohar,843327,1,2,0
20-10-2025,Bihar,Sheohar,843329,10,3,0
20-10-2025,Bihar,Sheohar,843334,3,2,0
20-10-2025,Bihar,Sitamarhi,843302,5,18,0
20-10-2025,Bihar,Sitamarhi,843333,2,2,0
20-10-2025,Bihar,Siwan,841210,1,2,0
20-10-2025,Bihar,Siwan,841232,0,2,0
20-10-2025,Bihar,Siwan,841234,1,0,0
20-10-2025,Bihar,Siwan,841237,0,3,0
20-10-2025,Bihar,Siwan,841238,1,3,0
20-10-2025,Bihar,Siwan,841286,1,1,0
20-10-2025,Bihar,Siwan,841507,0,3,0
20-10-2025,Bihar,Siwan,841509,0,1,0
20-10-2025,Bihar,Supaul,847408,1,0,0
20-10-2025,Bihar,Supaul,852108,0,2,0
20-10-2025,Bihar,Supaul,852130,5,3,0
20-10-2025,Bihar,Supaul,852138,1,0,0
20-10-2025,Bihar,Supaul,852215,6,3,0
20-10-2025,Bihar,Supaul,852218,0,3,0
20-10-2025,Bihar,Vaishali,844113,8,4,0
20-10-2025,Bihar,Vaishali,844141,0,1,0
20-10-2025,Bihar,Vaishali,844505,1,5,0
20-10-2025,Bihar,West Champaran,845101,5,5,0
20-10-2025,Bihar,West Champaran,845103,1,3,0
20-10-2025,Bihar,West Champaran,845106,0,2,0
20-10-2025,Bihar,West Champaran,845307,3,5,0
20-10-2025,Bihar,West Champaran,845404,1,1,0
20-10-2025,Chandigarh,Chandigarh,160047,1,0,0
20-10-2025,Chhattisgarh,Baloda Bazar,493335,1,0,0
20-10-2025,Chhattisgarh,Bastar,494010,1,0,0
20-10-2025,Chhattisgarh,Bastar,494442,2,0,0
20-10-2025,Chhattisgarh,Bijapur,494447,1,0,0
20-10-2025,Chhattisgarh,Bijapur,494448,1,0,0
20-10-2025,Chhattisgarh,Bilaspur,495551,3,1,0
20-10-2025,Chhattisgarh,Dakshin Bastar Dantewada,494441,0,1,0
20-10-2025,Chhattisgarh,Gariyaband,493891,1,0,0
20-10-2025,Chhattisgarh,Kabeerdham,491559,1,0,0
20-10-2025,Chhattisgarh,Kanker,494335,1,0,0
20-10-2025,Chhattisgarh,Kondagaon,494229,1,0,0
20-10-2025,Chhattisgarh,Kondagaon,494347,1,0,0
20-10-2025,Chhattisgarh,Korba,495445,3,0,0
20-10-2025,Chhattisgarh,Korba,495454,1,0,0
20-10-2025,Chhattisgarh,Koriya,497442,2,3,0
20-10-2025,Chhattisgarh,Mungeli,495330,0,1,0
20-10-2025,Chhattisgarh,Raigarh,496116,0,1,0
20-10-2025,Chhattisgarh,Raigarh,496450,2,0,0
20-10-2025,Chhattisgarh,Sukma,494115,1,0,0
20-10-2025,Chhattisgarh,Surguja,497001,1,0,0
20-10-2025,Chhattisgarh,Surguja,497119,1,0,0
20-10-2025,Delhi,Central Delhi,110012,1,0,0
20-10-2025,Delhi,East Delhi,110092,1,1,1
20-10-2025,Delhi,North Delhi,110006,1,0,1
20-10-2025,Delhi,North West Delhi,110033,1,1,0
20-10-2025,Delhi,North West Delhi,110034,1,0,0
20-10-2025,Delhi,South Delhi,110016,1,0,0
20-10-2025,Delhi,South Delhi,110074,0,1,0
20-10-2025,Delhi,South West Delhi,110043,2,0,0
20-10-2025,Delhi,South West Delhi,110064,0,1,0
20-10-2025,Delhi,South West Delhi,110075,1,0,0
20-10-2025,Delhi,West Delhi,110018,4,2,0
20-10-2025,Delhi,West Delhi,110041,2,0,0
20-10-2025,Gujarat,Ahmedabad,382418,3,0,0
20-10-2025,Gujarat,Ahmedabad,382440,0,1,0
20-10-2025,Gujarat,Anand,388510,1,0,0
20-10-2025,Gujarat,Arvalli,383350,1,0,0
20-10-2025,Gujarat,Dahod,389151,1,0,0
20-10-2025,Gujarat,Gandhinagar,382315,1,0,0
20-10-2025,Gujarat,Gandhinagar,382421,1,0,0
20-10-2025,Gujarat,Jamnagar,361010,1,0,0
20-10-2025,Gujarat,Jamnagar,361011,1,0,0
20-10-2025,Gujarat,Jamnagar,361335,0,1,0
20-10-2025,Gujarat,Kachchh,370201,1,0,0
19-10-2025,Andaman & Nicobar Islands,Andamans,744105,1,0,0
19-10-2025,Andhra Pradesh,Adilabad,504215,1,0,0
19-10-2025,Andhra Pradesh,Adilabad,504216,1,0,0
19-10-2025,Andhra Pradesh,Alluri Sitharama Raju,507111,2,0,0
19-10-2025,Andhra Pradesh,Anantapur,515004,1,0,0
19-10-2025,Andhra Pradesh,Anantapur,515101,3,0,0
19-10-2025,Andhra Pradesh,Anantapur,515241,1,0,0
19-10-2025,Andhra Pradesh,Anantapur,515261,3,0,0
19-10-2025,Andhra Pradesh,Anantapur,515311,1,0,0
19-10-2025,Andhra Pradesh,Anantapur,515331,1,0,0
19-10-2025,Andhra Pradesh,Anantapur,515411,2,1,0
19-10-2025,Andhra Pradesh,Anantapur,515465,1,0,0
19-10-2025,Andhra Pradesh,Anantapur,515571,1,0,0
19-10-2025,Andhra Pradesh,Anantapur,515671,1,1,0
19-10-2025,Andhra Pradesh,Anantapur,515711,1,0,0
19-10-2025,Andhra Pradesh,Anantapur,515741,2,0,0
19-10-2025,Andhra Pradesh,Anantapur,515766,2,0,0
19-10-2025,Andhra Pradesh,Anantapur,515775,3,0,0
19-10-2025,Andhra Pradesh,Anantapur,515801,1,0,0
19-10-2025,Andhra Pradesh,Anantapur,515871,3,0,0
19-10-2025,Andhra Pradesh,Ananthapur,515401,1,0,0
19-10-2025,Andhra Pradesh,Ananthapur,515411,1,0,0
19-10-2025,Andhra Pradesh,Ananthapur,515561,2,0,0
19-10-2025,Andhra Pradesh,Ananthapur,515671,3,0,0
19-10-2025,Andhra Pradesh,Ananthapur,515672,0,1,0
19-10-2025,Andhra Pradesh,Ananthapur,515865,3,0,0
19-10-2025,Andhra Pradesh,Ananthapuramu,515591,4,0,0
19-10-2025,Andhra Pradesh,Ananthapuramu,515661,1,0,0
19-10-2025,Andhra Pradesh,Ananthapuramu,515801,1,1,0
19-10-2025,Andhra Pradesh,Ananthapuramu,515842,1,0,0
19-10-2025,Andhra Pradesh,Ananthapuramu,515863,1,0,0
19-10-2025,Andhra Pradesh,Ananthapuramu,515867,3,0,0
19-10-2025,Andhra Pradesh,Ananthapuramu,515871,1,0,0
19-10-2025,Andhra Pradesh,Annamayya,516267,1,0,0
19-10-2025,Andhra Pradesh,Annamayya,517319,1,0,0
19-10-2025,Andhra Pradesh,Bapatla,522265,1,0,0
19-10-2025,Andhra Pradesh,Bapatla,522309,0,1,0
19-10-2025,Andhra Pradesh,Bapatla,523157,1,0,0
19-10-2025,Andhra Pradesh,Bapatla,523166,2,0,0
19-10-2025,Andhra Pradesh,Bapatla,523187,1,0,0
19-10-2025,Andhra Pradesh,Bapatla,523263,2,0,0
19-10-2025,Andhra Pradesh,Chittoor,517325,6,1,0
19-10-2025,Andhra Pradesh,Chittoor,517590,5,0,0
19-10-2025,Andhra Pradesh,Chittoor,517592,1,0,0
19-10-2025,Andhra Pradesh,Chittoor,517643,4,0,0
